--md5:005ff228f75802df2d65b028cbd254c0
Table_Augury_2_8 = { 
	[1] = {id = 1, Type = 1, Title = '', Option = {{"是的","ff2e2e"},{"不是","00c0ff"}}, TitleDesc = 'Are you a Virgo?', Option1 = 6, Option2 = 7, Option3 = 8, Option4 = 9, Effect = '', Action = '', Reward = {}, Language = 'Huh~~ I didn’t expect you to choose this~~'},
	[51] = {id = 51, Type = 3, Title = 'Blessing from Gentle Virgo', Option = {}, TitleDesc = 'Both of you are trying something new recently. Don’t forget to encourage each other!', Effect = '', Action = '', Reward = {6035,6006}, Language = ''},
	[52] = {id = 52, Type = 3, Title = 'Blessing from Spoony Virgo', Option = {}, TitleDesc = 'Though your affection is hidden deeply under the tranquil tree, it will be as bright as the stars in Payon and as scorching as burning fire in the future.', Effect = '', Action = '', Reward = {6047,6006}, Language = ''},
	[53] = {id = 53, Type = 3, Title = 'Blessing from Tough Virgo', Option = {}, TitleDesc = 'Personalities and feelings are more important for you two. Try to communicate with each other further~~!', Effect = '', Action = '', Reward = {6059,6006}, Language = ''},
	[54] = {id = 54, Type = 3, Title = 'Blessing from Humble Virgo', Option = {}, TitleDesc = 'Though living far away from each other, You have many chances to get along with thanks to RO. Whatever happens, You two always feel very happy.', Effect = '', Action = '', Reward = {6071,6006}, Language = ''},
	[55] = {id = 55, Type = 3, Title = 'Blessing from Prudent Virgo', Option = {}, TitleDesc = 'Just keep those you didn’t speak out to yourself~', Effect = '', Action = '', Reward = {6083,6006}, Language = ''},
	[56] = {id = 56, Type = 3, Title = 'Blessing from Spoony Virgo', Option = {}, TitleDesc = 'Pick a sakura in spring and put it in your love’s bag secretly to surprise your love!', Effect = '', Action = '', Reward = {6035,6006}, Language = ''},
	[57] = {id = 57, Type = 3, Title = 'Blessing from Elegant Virgo', Option = {}, TitleDesc = 'People often try to sound others out and disguise feelings at the beginning. Try to open you heart and communicate.', Effect = '', Action = '', Reward = {6047,6006}, Language = ''},
	[58] = {id = 58, Type = 3, Title = 'Blessing from Lively Virgo', Option = {}, TitleDesc = 'Make fun of your love with the new toy secretly. You are likely to forget worries in the process~', Effect = '', Action = '', Reward = {6059,6006}, Language = ''},
	[59] = {id = 59, Type = 3, Title = 'Blessing from Innocent Virgo', Option = {}, TitleDesc = 'You’d better cherish your friends and love because you never know what will happen next.', Effect = '', Action = '', Reward = {6071,6006}, Language = ''},
	[60] = {id = 60, Type = 3, Title = 'Blessing from Extrovert Virgo', Option = {}, TitleDesc = 'You always give more than you take. Though you may not notice, Your love feels grateful for you~', Effect = '', Action = '', Reward = {6083,6006}, Language = ''},
}
return Table_Augury_2_8
